kepoi_name,kepler_name,kepid,tic_id,tic_route,koi_disposition,koi_pdisposition,koi_period,koi_time0bk,koi_duration,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_impact,koi_dor,koi_steff,koi_slogg,koi_kepmag,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_count,ra,dec,shard,lc_status,lc_route,not_measured_reason,n_products,product_authors,product_sectors,ld_band_ratio,ld_note,koi_depth_in_tess_band_ppm,koi_depth_in_tess_band_err_ppm,t0_btjd_nominal,t0_btjd_used,n_epochs_propagated,ephemeris_sigma_minutes,epoch_offset_minutes,epoch_offset_sigma,epoch_search_halfwidth_minutes,epoch_search_n_trials,epoch_search_snr_best,epoch_search_snr_nominal,depth_at_nominal_ephemeris_ppm,depth_at_best_offset_ppm,ephemeris_recovered,pdc_status,pdc_flux_column,pdc_primary_author,pdc_depth_ppm,pdc_depth_err_ppm,pdc_depth_err_method,pdc_total_err_ppm,pdc_depth_reduction_spread_ppm,pdc_depth_reduction_spread_status,pdc_n_members,pdc_n_members_measured,pdc_ensemble_members,pdc_n_transits,pdc_n_sectors,pdc_n_sectors_measured,pdc_sector_list,pdc_authors,pdc_exptimes_s,pdc_smeared,pdc_depth_is_lower_bound,pdc_oot_scatter_ppm,pdc_odd_even_diff_ppm,pdc_odd_even_sigma,pdc_sector_scatter_chi2_per_dof,pdc_n_sectors_dropped_duplicate,pdc_flags,pdc_ln_ratio,pdc_sigma_ln,pdc_z,pdc_z_lin,pdc_z_method,pdc_ratio,pdc_measured_snr,pdc_expected_snr,pdc_sigma_ln_expected,pdc_detectable_ln_ratio,pdc_detectable_depth_change_ppm,pdc_comparison_status,pdc_z_pop,sap_status,sap_flux_column,sap_primary_author,sap_depth_ppm,sap_depth_err_ppm,sap_depth_err_method,sap_total_err_ppm,sap_depth_reduction_spread_ppm,sap_depth_reduction_spread_status,sap_n_members,sap_n_members_measured,sap_ensemble_members,sap_n_transits,sap_n_sectors,sap_n_sectors_measured,sap_sector_list,sap_authors,sap_exptimes_s,sap_smeared,sap_depth_is_lower_bound,sap_oot_scatter_ppm,sap_odd_even_diff_ppm,sap_odd_even_sigma,sap_sector_scatter_chi2_per_dof,sap_n_sectors_dropped_duplicate,sap_flags,sap_ln_ratio,sap_sigma_ln,sap_z,sap_z_lin,sap_z_method,sap_ratio,sap_measured_snr,sap_expected_snr,sap_sigma_ln_expected,sap_detectable_ln_ratio,sap_detectable_depth_change_ppm,sap_comparison_status,sap_z_pop,sap_vs_pdcsap_verdict,sap_vs_pdcsap_n_pairs,sap_vs_pdcsap_authors,sap_minus_pdcsap_ppm,sap_minus_pdcsap_err_ppm,sap_minus_pdcsap_z,sap_minus_pdcsap_fraction,background_direction,ingress_fraction_used,t14_tess_hours,t14_tess_err_hours,t14_factor,t14_factor_err,duration_fit_depth_ppm,duration_fit_chi2_per_dof,duration_fit_n_points,duration_fit_status,duration_at_grid_edge,t14_ratio_observed,t14_ratio_expected_fixed_b,z_duration,b_implied_by_duration,duration_verdict,class,class_provisional,vetoes,would_be_candidate_without_vetoes,flags_classify,population_offset_pdc,population_offset_sap,population_scale_pdc,population_scale_sap,elapsed_s,pdc_depth_err_analytic_ppm,pdc_depth_err_bootstrap_ppm,pdc_n_transits_seen,pdc_chi2_per_dof,pdc_n_members_unavailable,pdc_ensemble_incomplete,pdc_ensemble_unavailable_reasons,pdc_depth_reduction_spread_fraction,pdc_depth_reduction_p16_ppm,pdc_depth_reduction_p84_ppm,pdc_depth_reduction_min_ppm,pdc_depth_reduction_max_ppm,pdc_depth_reduction_median_ppm,pdc_depth_reduction_max_offset_from_primary_ppm,pdc_spread_percentile,sap_depth_err_analytic_ppm,sap_depth_err_bootstrap_ppm,sap_n_transits_seen,sap_chi2_per_dof,sap_n_members_unavailable,sap_ensemble_incomplete,sap_ensemble_unavailable_reasons,sap_depth_reduction_spread_fraction,sap_depth_reduction_p16_ppm,sap_depth_reduction_p84_ppm,sap_depth_reduction_min_ppm,sap_depth_reduction_max_ppm,sap_depth_reduction_median_ppm,sap_depth_reduction_max_offset_from_primary_ppm,sap_spread_percentile,epoch_offset_days,background_n_agree
K00984.01,Kepler-1973 b,1161345,1.227845e+08,position_tic,CONFIRMED,CANDIDATE,4.2874667,262.06245,1.5693,790.1,49.7,-49.7,0.025717,0.374,19.94,5296,4.576,11.631,0,0,0,0,1,291.0488,36.839882,1,QUERY_RETURNED_ZERO_ROWS,lightkurve,QUERY_RETURNED_ZERO_ROWS,0,,,0.9631747,,761.00433,47.869783,,,0,,0,,36,0,,,,,False,FLUX_COLUMN_NOT_PRESENT,,,,,,,,ENSEMBLE_NOT_ATTEMPTED,0,0,,0,0,0,,,,False,False,,,,,0,,,,,,,,,,,,,NO_USABLE_TRANSIT,,FLUX_COLUMN_NOT_PRESENT,,,,,,,,ENSEMBLE_NOT_ATTEMPTED,0,0,,0,0,0,,,,False,False,,,,,0,,,,,,,,,,,,,NO_USABLE_TRANSIT,,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,,,,,,,,0,too_few_points,False,,,,,inconclusive,not_measured,not_measured,,False,,0,0,1,1,0,,,0,,0,False,,,,,,,,,84,,,0,,0,False,,,,,,,,,84,0,3
K04938.01,,2310993,1.3803577e+08,tic_kic_crossid,CANDIDATE,CANDIDATE,55.180772,147.7141,9.791,474.6,43.4,-43.4,0.020178,0.306,41.9,6306,4.426,15.551,0,0,0,0,1,293.22018,37.610699,1,OK,lightkurve,,4,"SPOC,TESS-SPOC","74,75",0.96993994,,460.3335,42.095394,3333.249,3333.249,97,235.05685,0,,852.03555,17,1.3583998,-0.21636767,-1247.1791,8007.4342,False,OK,PDCSAP_FLUX,SPOC,-1247.1791,5764.1655,analytic,5764.1655,,TOO_FEW_MEMBERS,2,0,SPOC/PDCSAP_FLUX=OK;TESS-SPOC/PDCSAP_FLUX=OK,1,2,1,"74,75",SPOC,120,False,False,67239.764,,,,2,,-3.7092946,12.52215,-0.29621866,-0.29621866,linear,-2.7092946,-0.21636767,0.079861256,12.52215,62.610751,7.1544487e+29,OK,-0.29621866,OK,SAP_FLUX,SPOC,-3319.2051,534.78106,analytic,534.78106,,TOO_FEW_MEMBERS,2,0,SPOC/SAP_FLUX=OK;TESS-SPOC/SAP_FLUX=OK,1,2,1,"74,75",SPOC,120,False,False,6238.2928,,,,2,,-8.2104358,1.166391,-7.0391798,-7.0391798,linear,-7.2104358,-6.2066617,0.8607887,1.166391,5.8319549,156524.75,OK,-7.0391798,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,0.021778739,21.662491,7.9064744,2.2124901,0.80752471,-5240.0099,0.97537526,1345,OK,False,2.2124901,,,,inconclusive,not_measurable,not_measurable,,False,,0,0,1,1,0.1,5764.1655,,1,0,2,True,OK:2,,,,,,,,84,534.78106,,1,0,2,True,OK:2,,,,,,,,84,0,3
K02671.01,,2437505,1.2236453e+08,tic_kic_crossid,CANDIDATE,CANDIDATE,21.476427,149.26156,5.5498,348130,2293,-2293,0.544874,0.006,45.679,5780,4.438,17.29,0,0,0,0,2,290.23032,37.777481,1,QUERY_RETURNED_ZERO_ROWS,lightkurve,QUERY_RETURNED_ZERO_ROWS,0,,,0.96255035,,335092.65,2207.1279,,,0,,0,,36,0,,,,,False,FLUX_COLUMN_NOT_PRESENT,,,,,,,,ENSEMBLE_NOT_ATTEMPTED,0,0,,0,0,0,,,,False,False,,,,,0,,,,,,,,,,,,,NO_USABLE_TRANSIT,,FLUX_COLUMN_NOT_PRESENT,,,,,,,,ENSEMBLE_NOT_ATTEMPTED,0,0,,0,0,0,,,,False,False,,,,,0,,,,,,,,,,,,,NO_USABLE_TRANSIT,,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,,,,,,,,0,too_few_points,False,,,,,inconclusive,not_measured,not_measured,,False,,0,0,1,1,0,,,0,,0,False,,,,,,,,,84,,,0,,0,False,,,,,,,,,84,0,3
K01944.01,Kepler-1777 b,2438513,1.2237451e+08,name_planet,CONFIRMED,CANDIDATE,12.1842,139.05644,2.5014,499.3,22.5,-22.5,0.022196,0.746,26,5771,4.374,13.982,0,0,0,0,2,290.32867,37.72311,1,QUERY_RETURNED_ZERO_ROWS,lightkurve,QUERY_RETURNED_ZERO_ROWS,0,,,0.99887677,,498.73917,22.474727,,,0,,0,,36,0,,,,,False,FLUX_COLUMN_NOT_PRESENT,,,,,,,,ENSEMBLE_NOT_ATTEMPTED,0,0,,0,0,0,,,,False,False,,,,,0,,,,,,,,,,,,,NO_USABLE_TRANSIT,,FLUX_COLUMN_NOT_PRESENT,,,,,,,,ENSEMBLE_NOT_ATTEMPTED,0,0,,0,0,0,,,,False,False,,,,,0,,,,,,,,,,,,,NO_USABLE_TRANSIT,,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,,,,,,,,0,too_few_points,False,,,,,inconclusive,not_measured,not_measured,,False,,0,0,1,1,0,,,0,,0,False,,,,,,,,,84,,,0,,0,False,,,,,,,,,84,0,3
K02603.01,,2443393,1.3714905e+08,tic_kic_crossid,CANDIDATE,CANDIDATE,73.711039,202.7848,10.062,136.7,7.5,-7.5,0.010817,0.284,54.3,6374,4.193,12.643,0,0,0,0,1,291.45755,37.742935,1,OK,lightkurve,NO_USABLE_TRANSIT,8,"QLP,SPOC,TESS-SPOC","14,40,41,54,55,74",0.96989365,,132.58446,7.2742024,3342.9796,3342.9796,72,107.94243,0,,474.7573,8,,,,,False,NO_USABLE_TRANSIT,PDCSAP_FLUX,QLP,,,none,,,TOO_FEW_MEMBERS,4,0,SPOC/PDCSAP_FLUX=NO_USABLE_TRANSIT;TESS-SPOC/PDCSAP_FLUX=NO_USABLE_TRANSIT;QLP/KSPSAP_FLUX=NO_USABLE_TRANSIT;QLP/DET_FLUX=NO_USABLE_TRANSIT,0,6,0,"74,14,40,41,54,55","QLP,SPOC","120,1800,600",False,False,,,,,2,,,,,,,,,,,,,NO_USABLE_TRANSIT,,NO_USABLE_TRANSIT,SAP_FLUX,QLP,,,none,,,TOO_FEW_MEMBERS,3,0,SPOC/SAP_FLUX=NO_USABLE_TRANSIT;TESS-SPOC/SAP_FLUX=NO_USABLE_TRANSIT;QLP/SAP_FLUX=NO_USABLE_TRANSIT,0,6,0,"74,14,40,41,54,55","QLP,SPOC","120,1800,600",False,False,,,,,2,,,,,,,,,,,,,NO_USABLE_TRANSIT,,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,0.02,,,,,,,0,too_few_points,False,,,,,inconclusive,not_measured,not_measured,,False,,0,0,1,1,0,,,0,,4,True,NO_USABLE_TRANSIT:4,,,,,,,,84,,,0,,3,True,NO_USABLE_TRANSIT:3,,,,,,,,84,0,3
K00379.02,,2446113,1.3734819e+08,tic_kic_crossid,CANDIDATE,CANDIDATE,23.137592,152.17335,3.35,114,9.7,-9.7,0.009941,0.429,48.3,6078,4.094,13.319,0,0,0,0,2,292.05676,37.776192,1,OK,lightkurve,,12,"QLP,SPOC,TESS-SPOC","14,40,41,54,55,74,75,81",0.97265685,,110.88288,9.4347715,3329.9571,3329.9571,231,73.573847,0,,270.97154,18,2.6972175,-0.25360024,-109.81766,1375.2394,False,OK,PDCSAP_FLUX,QLP,-109.81766,951.56316,bootstrap,951.56316,,TOO_FEW_MEMBERS,4,1,SPOC/PDCSAP_FLUX=OK;TESS-SPOC/PDCSAP_FLUX=OK;QLP/KSPSAP_FLUX=1484ppm;QLP/DET_FLUX=OK,8,8,7,"74,75,14,40,41,54,55,81","QLP,SPOC","120,1800,200,600",False,False,5268.1296,2461.1693,2.8407941,5.1122456,4,sector_scatter,-1.9903933,8.5822633,-0.23191939,-0.23191939,linear,-0.99039325,-0.11540764,0.11652709,8.5822633,42.911316,4.7974718e+20,OK,-0.23191939,OK,SAP_FLUX,QLP,-341.65745,770.89865,bootstrap,770.89865,,TOO_FEW_MEMBERS,3,1,SPOC/SAP_FLUX=OK;TESS-SPOC/SAP_FLUX=OK;QLP/SAP_FLUX=1138ppm,8,8,7,"74,75,14,40,41,54,55,81","QLP,SPOC","120,1800,200,600",False,False,3771.3485,1480.0694,2.3191639,4.8899694,4,sector_scatter,-4.0812461,6.9530689,-0.58697047,-0.58697047,linear,-3.0812461,-0.44319373,0.14383587,6.9530689,34.765345,1.3907909e+17,OK,-0.58697047,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,0.02,6.1707528,1.284956,1.8420157,0.38356895,847.01515,1.2340174,1744,OK,True,1.8420157,,,,inconclusive,not_measurable,not_measurable,,False,,0,0,1,1,0.2,433.03451,951.56316,10,4.3882874,3,True,OK:3,,,,,,,,84,317.32919,770.89865,10,4.1971159,2,True,OK:2,,,,,,,,84,0,3
K03053.01,Kepler-1419 b,2716801,1.3754828e+08,name_planet,CONFIRMED,CANDIDATE,42.521701,136.1274,5.723,685.6,49.1,-49.1,0.024534,0.495,50.9,5911,4.519,15.761,0,0,0,0,2,292.25464,37.97142,1,QUERY_RETURNED_ZERO_ROWS,lightkurve,QUERY_RETURNED_ZERO_ROWS,0,,,0.97536157,,668.70789,47.890253,,,0,,0,,36,0,,,,,False,FLUX_COLUMN_NOT_PRESENT,,,,,,,,ENSEMBLE_NOT_ATTEMPTED,0,0,,0,0,0,,,,False,False,,,,,0,,,,,,,,,,,,,NO_USABLE_TRANSIT,,FLUX_COLUMN_NOT_PRESENT,,,,,,,,ENSEMBLE_NOT_ATTEMPTED,0,0,,0,0,0,,,,False,False,,,,,0,,,,,,,,,,,,,NO_USABLE_TRANSIT,,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,,,,,,,,0,too_few_points,False,,,,,inconclusive,not_measured,not_measured,,False,,0,0,1,1,0,,,0,,0,False,,,,,,,,,84,,,0,,0,False,,,,,,,,,84,0,3
K03053.02,,2716801,1.3754828e+08,name_planet,CANDIDATE,CANDIDATE,9.4767057,134.7294,3.893,230.5,29.7,-29.7,0.013848,0.003,18.86,5911,4.519,15.761,0,0,0,0,2,292.25464,37.97142,1,QUERY_RETURNED_ZERO_ROWS,lightkurve,QUERY_RETURNED_ZERO_ROWS,0,,,0.96316262,,222.00898,28.60593,,,0,,0,,36,0,,,,,False,FLUX_COLUMN_NOT_PRESENT,,,,,,,,ENSEMBLE_NOT_ATTEMPTED,0,0,,0,0,0,,,,False,False,,,,,0,,,,,,,,,,,,,NO_USABLE_TRANSIT,,FLUX_COLUMN_NOT_PRESENT,,,,,,,,ENSEMBLE_NOT_ATTEMPTED,0,0,,0,0,0,,,,False,False,,,,,0,,,,,,,,,,,,,NO_USABLE_TRANSIT,,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,,,,,,,,0,too_few_points,False,,,,,inconclusive,not_measured,not_measured,,False,,0,0,1,1,0,,,0,,0,False,,,,,,,,,84,,,0,,0,False,,,,,,,,,84,0,3
K04849.01,,2976017,1.2139562e+08,tic_kic_crossid,CANDIDATE,CANDIDATE,3.1993807,133.01116,1.761,76.1,9.3,-9.3,0.008036,0.268,13.5,5483,4.632,14.261,0,0,0,0,1,287.81729,38.194809,1,OK,lightkurve,,12,"SPOC,TESS-SPOC","40,41,54,74,80,81",0.96046837,,73.091643,8.9323558,3321.7745,3321.7745,1674,63.30501,0,,216.33003,24,1.7871921,-0.16204846,-54.827702,614.21257,False,OK,PDCSAP_FLUX,SPOC,-54.827702,324.87967,bootstrap,324.87967,,TOO_FEW_MEMBERS,2,0,SPOC/PDCSAP_FLUX=OK;TESS-SPOC/PDCSAP_FLUX=OK,49,6,6,"40,41,54,74,80,81",SPOC,120,False,False,12253.945,164.09295,0.25033877,1.1737651,6,,-1.7501227,4.4467873,-0.39357014,-0.39357014,linear,-0.75012272,-0.1687631,0.22498066,4.4467873,22.233936,3.3108815e+11,OK,-0.39357014,OK,SAP_FLUX,SPOC,-33.163998,260.1747,bootstrap,260.1747,,TOO_FEW_MEMBERS,2,0,SPOC/SAP_FLUX=OK;TESS-SPOC/SAP_FLUX=OK,50,6,6,"40,41,54,74,80,81",SPOC,120,False,False,9739.0865,102.30165,0.19953696,1.7129546,6,,-1.4537317,3.5620166,-0.40812043,-0.40812043,linear,-0.45373174,-0.12746819,0.28093294,3.5620166,17.810083,3.9690665e+09,OK,-0.40812043,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,0.02,1.8719261,1.5958976,1.0629904,0.90624506,261.75943,1.1279451,12791,OK,True,1.0629904,,,,inconclusive,not_measurable,not_measurable,,False,,0,0,1,1,0.5,338.34139,324.87967,49,1.0425154,2,True,OK:2,,,,,,,,84,267.1053,260.1747,50,1.0261805,2,True,OK:2,,,,,,,,84,0,3
K04875.01,,2986833,1.2260754e+08,tic_kic_crossid,CANDIDATE,CANDIDATE,0.91217902,131.81174,1.332,144.6,18.9,-18.9,0.010786,0.038,5.32,3880,4.722,15.783,0,0,0,0,1,290.78214,38.18779,1,OK,lightkurve,,16,"QLP,SPOC,TESS-SPOC","40,41,54,55,74,75",0.93520828,,135.23112,17.675436,2797.5362,2797.5362,5298,43.569382,0,,150.68815,22,1.406247,-0.8244978,-818.15961,1355.9931,False,OK,PDCSAP_FLUX,QLP,-818.15961,1074.2542,bootstrap,1074.2542,,TOO_FEW_MEMBERS,4,1,SPOC/PDCSAP_FLUX=OK;TESS-SPOC/PDCSAP_FLUX=OK;QLP/KSPSAP_FLUX=OK;QLP/DET_FLUX=1219ppm,166,6,6,"40,41,54,55,74,75","QLP,SPOC","120,200",False,False,54240.662,-757.08309,0.34487552,0.84502792,10,,-7.050084,7.9450716,-0.8873531,-0.8873531,linear,-6.050084,-0.76160707,0.12588372,7.9450716,39.725358,2.4186911e+19,OK,-0.8873531,OK,SAP_FLUX,QLP,-127.7754,330.48533,bootstrap,330.48533,,TOO_FEW_MEMBERS,3,0,SPOC/SAP_FLUX=OK;TESS-SPOC/SAP_FLUX=OK;QLP/SAP_FLUX=OK,169,6,6,"40,41,54,55,74,75","QLP,SPOC","120,200",False,False,19986.454,-285.13114,0.42111863,0.7726369,10,,-1.9448669,2.4478591,-0.79451747,-0.79451747,linear,-0.94486686,-0.38662957,0.40918947,2.4478591,12.239296,27959739,OK,-0.79451747,BACKGROUND_TEST_UNAVAILABLE,0,,,,,,,0.02,1.2530687,1.3986,0.94074229,1.05,-941.31867,1.0242757,30569,OK,True,0.94074229,,,0.34463913,inconclusive,not_measurable,not_measurable,,False,,0,0,1,1,1.1,992.31267,1074.2542,174,1.1262473,3,True,OK:3,,,,,,,,84,322.70441,330.48533,176,1.0758671,3,True,OK:3,,,,,,,,84,0,3
