kepoi_name,tic_id,family,author,flux_column,status,n_segments,segment_list,exptimes_s,n_transits,depth_ppm,depth_err_ppm,depth_err_method,oot_scatter_ppm,odd_even_sigma,smeared,is_primary_reduction
K02009.01,1.3781748e+08,pdc,SPOC,PDCSAP_FLUX,OK,4,"74,75,81,82",120,1,-181.32436,989.31999,analytic,11326.213,,False,False
K02009.01,1.3781748e+08,pdc,TESS-SPOC,PDCSAP_FLUX,OK,4,"74,75,81,82",200,1,-214.25388,910.33005,analytic,8069.0113,,False,False
K02009.01,1.3781748e+08,pdc,QLP,KSPSAP_FLUX,OK,5,"14,40,41,54,55","1800,600",2,-789.2079,1005.2662,analytic,7258.0932,,False,False
K02009.01,1.3781748e+08,pdc,QLP,DET_FLUX,OK,4,"74,75,81,82",200,1,-1148.1316,1259.1616,analytic,11160.995,,False,False
K02009.01,1.3781748e+08,sap,SPOC,SAP_FLUX,OK,4,"74,75,81,82",120,1,-140.35386,749.25058,analytic,8577.7827,,False,False
K02009.01,1.3781748e+08,sap,TESS-SPOC,SAP_FLUX,OK,4,"74,75,81,82",200,1,-149.14029,586.38458,analytic,5197.6136,,False,False
K02009.01,1.3781748e+08,sap,QLP,SAP_FLUX,OK,9,"14,40,41,54,55,74,75,81,82","1800,200,600",3,-882.41031,781.62499,analytic,7556.2756,0.048604262,False,True
K02032.01,1.2245155e+08,pdc,SPOC,PDCSAP_FLUX,OK,3,"74,75,81",120,5,1495.6388,643.93814,analytic,7143.7544,1.7658385,False,False
K02032.01,1.2245155e+08,pdc,TESS-SPOC,PDCSAP_FLUX,OK,3,"74,75,81",200,5,2186.3752,639.06764,analytic,5710.8483,0.3841358,False,False
K02032.01,1.2245155e+08,pdc,QLP,KSPSAP_FLUX,OK,5,"14,40,41,54,55","1800,600",9,1840.1923,967.64352,bootstrap,4901.0064,2.6616333,True,False
K02032.01,1.2245155e+08,pdc,QLP,DET_FLUX,OK,3,"74,75,81",200,5,1176.9547,1115.2596,analytic,10000.995,0.72500404,False,False
K02032.01,1.2245155e+08,sap,SPOC,SAP_FLUX,OK,3,"74,75,81",120,5,267.69328,258.60276,analytic,2623.6163,0.97623016,False,False
K02032.01,1.2245155e+08,sap,TESS-SPOC,SAP_FLUX,OK,3,"74,75,81",200,5,315.41735,241.50328,analytic,2149.2012,0.64355781,False,False
K02032.01,1.2245155e+08,sap,QLP,SAP_FLUX,OK,8,"14,40,41,54,55,74,75,81","1800,200,600",14,1546.6672,780.17758,bootstrap,5789.0956,1.7334811,True,True
K04969.01,1.3803812e+08,pdc,QLP,KSPSAP_FLUX,OK,5,"14,40,41,54,55","1800,600",1,-2075.4774,1436.4147,analytic,3169.7494,,True,True
K04969.01,1.3803812e+08,pdc,QLP,DET_FLUX,OK,4,"74,75,81,82",200,2,2702.476,1801.9064,analytic,9712.7748,2.0279003,False,False
K04969.01,1.3803812e+08,sap,QLP,SAP_FLUX,OK,9,"14,40,41,54,55,74,75,81,82","1800,200,600",3,-257.99429,1122.8612,analytic,9643.7243,0.25167124,True,True
K06355.01,1.3740201e+08,pdc,SPOC,PDCSAP_FLUX,OK,5,"40,41,74,81,82",120,26,2.718249,776.37595,bootstrap,20601.552,1.1082185,False,True
K06355.01,1.3740201e+08,pdc,TESS-SPOC,PDCSAP_FLUX,OK,5,"40,41,74,81,82","200,600",26,-6.051977,671.75184,bootstrap,16038.42,1.9057748,False,False
